labels,credentials,p_type,no_serv,no_bene,no_dis_bene,ave_Me_pay,ave_Sub,place of service,gender,drug 
3,NP,Nurse Practitioner,16,16,16,60.83,150,F,F,N
2,DPT,Physical Therapist in Private Practice,1050,37,379,26.545561905,45,O,F,N
2,DPT,Physical Therapist in Private Practice,301,30,268,22.588106312,41.079734219,O,F,N
2,Organization,Physician Assistant,67,57,67,60.78,142,O,F,N
2,PT,Physical Therapist in Private Practice,17,15,17,85.19,200,O,F,N
0,Organization,Physical Therapist in Private Practice,458,36,287,30.387292576,65,O,M,N
2,Other,Nurse Practitioner,17,15,17,3.5,13,O,F,N
2,Other,Nurse Practitioner,25,25,25,132.46,599,O,F,N
1,Other,Nurse Practitioner,11,11,11,120.79,201.05454545,F,M,N
3,Other,Nurse Practitioner,800,322,800,56.69,111,F,F,N
1,Other,Other,18,18,18,92.981666667,679.03333333,F,M,N
2,Organization,Nurse Practitioner,19,18,19,13.32,73,O,F,N
2,Organization,Nurse Practitioner,20,19,20,7.95,40,O,F,N
2,Organization,Nurse Practitioner,31,30,31,14.070645161,47,O,F,N
2,Other,Nurse Practitioner,46,20,46,56.16,84.24,O,F,N
2,NP,Nurse Practitioner,50,46,50,22.35,25.79,O,F,N
2,NP,Nurse Practitioner,134,108,134,60.12,72.429253731,O,F,N
2,Organization,Physical Therapist in Private Practice,731,121,657,25.174158687,87.210465116,O,F,N
3,PA,Physician Assistant,15,14,15,92.99,302,F,F,N
2,Organization,Physician Assistant,25,17,25,109.43,650,O,F,N
2,Organization,Physician Assistant,25,19,25,54.95,500,O,F,N
2,Other,Nurse Practitioner,109,77,109,98.4,256,O,F,N
2,Other,Nurse Practitioner,42,42,42,44,44,O,F,Y
2,MS,Nurse Practitioner,84,75,84,93.64,151.9047619,O,F,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),22,22,22,192.99772727,1224.4431818,F,M,N
3,ARNP,Nurse Practitioner,29,29,29,102.94,1383.1724138,F,F,N
0,Other,Other,47,13,45,39.091276596,100,O,M,N
3,PA,Other,30,29,30,78.755333333,621.9,F,F,N
2,OD,Optometry,115,113,115,112.63,200,O,F,N
0,MD,General Surgery,14,14,14,105.14,201,O,M,N
0,Organization,Physical Therapist in Private Practice,364,45,181,27.878049451,68.478653846,O,M,N
0,Organization,Other,13,13,13,22.06,292,O,O,N
0,Organization,Other,29,28,29,23.88,295.10344828,O,O,N
2,DPT,Physical Therapist in Private Practice,434,36,184,37.509239631,70,O,F,N
2,DPT,Physical Therapist in Private Practice,153,37,153,10.735294118,25,O,F,N
0,PA,Physician Assistant,14,14,14,44.39,95,O,M,N
2,Other,Nurse Practitioner,49,36,37,26.32,61.948163265,O,F,N
2,Other,Nurse Practitioner,141,141,141,87.13,205.26,O,F,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),24,24,24,91.695,1057.675,F,F,N
3,Organization,Other,22,22,22,209.5,973.31818182,F,F,N
2,PA,Physician Assistant,21,21,21,94.02,242,O,F,N
2,Other,Other,31,31,31,90.37516129,341.9,O,F,N
2,Other,Other,306,289,306,14.12,71.4,O,F,N
2,PA,Physician Assistant,61,60,61,97.95,201.6595082,O,F,N
0,Organization,Clinical Laboratory,483,460,483,16.58,19.279503106,O,O,N
0,MD,Otolaryngology,13,11,13,209.92769231,537.34153846,O,M,N
0,MD,Otolaryngology,28,27,27,124.39285714,602.4375,O,M,N
0,MD,Otolaryngology,321,76,129,7.08,21,O,M,N
0,MD,Other,25,19,25,62.21,191.76,O,M,N
0,MD,Ophthalmology,152,91,152,56.974210526,250,O,M,N
0,MD,Internal Medicine,28,28,28,100.2,325,O,M,N
3,PA,Physician Assistant,58,57,58,169.44,373.5,F,F,N
1,MD,General Surgery,14,12,14,172.34928571,1688,F,M,N
1,MD,General Surgery,12,12,12,88.2175,789,F,M,N
0,MD,General Surgery,39,36,39,101.24,169,O,M,N
0,DO,Family Practice,26,26,26,6.37,15,O,M,N
0,DO,Family Practice,93,93,93,35,35,O,M,Y
0,DO,Family Practice,747,357,747,69.55,90.94,O,M,N
0,MD,Radiation Oncology,56,50,56,165.08,992,O,M,N
1,MD,Radiation Oncology,32,30,32,220.38,775,F,M,N
1,MD,Radiation Oncology,264,28,30,32.22,139,F,M,N
0,MD,Radiation Oncology,195,53,195,245.48,529,O,M,N
1,MD,Diagnostic Radiology,27,27,27,17.78,59.19,F,M,N
1,MD,Diagnostic Radiology,49,47,49,46.839183673,184.28,F,M,N
1,MD,Diagnostic Radiology,17,16,17,69.874705882,254.91,F,M,N
1,MD,Diagnostic Radiology,13,13,13,9.1823076923,32.24,F,M,N
1,MD,Diagnostic Radiology,151,143,151,15.654834437,50.61,F,M,N
1,MD,Diagnostic Radiology,17,16,17,17.239411765,59.05,F,M,N
1,MD,Diagnostic Radiology,23,23,23,39.128695652,128.52,F,M,N
1,MD,Diagnostic Radiology,17,17,17,23.835294118,82.95,F,M,N
1,MD,Diagnostic Radiology,16,15,16,29.14,90.13,F,M,N
1,MD,Diagnostic Radiology,93,92,93,21.459892473,72.8,F,M,N
1,MD,Internal Medicine,276,257,276,126.11,273.1975,F,M,N
1,MD,Internal Medicine,321,288,321,186.76523364,201.49919003,F,M,N
1,MD,Internal Medicine,23,22,23,201.28,433.84,F,M,N
1,MD,Anesthesiology,27,27,27,178.45037037,1064,F,M,N
1,DPM,Podiatry,131,93,131,25.236793893,74.93129771,F,M,N
1,DPM,Podiatry,70,70,70,68.43,105,F,M,N
2,MD,Dermatology,25,22,25,420.58,758.44,O,F,N
2,MD,Dermatology,234,13,234,78.07,106.58470085,O,F,N
3,Other,Nurse Practitioner,611,75,611,41.69,90,F,F,N
0,MD,Interventional Cardiology,1017,84,1017,5.39,19.5,O,M,N
1,MD,Interventional Cardiology,23,23,23,25.64,137.14,F,M,N
0,PA,Physician Assistant,72,40,71,20.64,53.61,O,M,N
0,PA,Physician Assistant,202,58,120,17.94,53.33,O,M,N
1,MD,Gastroenterology,69,68,69,285.26,930.52173913,F,M,N
0,MD,Gastroenterology,16,11,16,294.05,477.734375,O,M,N
1,MD,Gastroenterology,37,37,37,205.09945946,1238,F,M,N
2,MD,Internal Medicine,70,53,70,42.05,78,O,F,N
0,MD,Urology,104,103,104,40.51,1575,O,M,N
0,MD,Urology,1097,601,1097,3.5,30,O,M,N
0,MD,Ophthalmology,176,173,176,38.148863636,75,O,M,N
0,MD,Ophthalmology,618,597,618,73.53,150,O,M,N
0,PT,Physical Therapist in Private Practice,648,91,648,22.158842593,45,O,M,N
0,MD,Cardiology,17,17,17,189.91,651,O,M,N
1,MD,Diagnostic Radiology,13,13,13,68.53,285,F,M,N
1,MD,Diagnostic Radiology,20,20,20,114.69,349,F,M,N
1,MD,Diagnostic Radiology,24,23,24,28.382916667,160.20833333,F,M,N
2,MD,Internal Medicine,196,165,196,43.14,83,O,F,N
2,MD,Internal Medicine,543,321,543,72.52,138,O,F,N
2,MD,Internal Medicine,87,85,87,25.04,69,O,F,N
2,MS,Nurse Practitioner,16,16,16,19.03,30.625,O,F,Y
0,MD,Gastroenterology,20,20,20,69.36,136.76,O,M,N
2,MD,Family Practice,158,60,158,20.61,63.35443038,O,F,N
2,MD,Family Practice,30,30,30,25.99,28.8,O,F,N
1,MD,Radiation Oncology,131,48,91,58.34,185,F,M,N
1,MD,Radiation Oncology,39,39,39,162.53,298,F,M,N
1,MD,Diagnostic Radiology,15,15,15,7.9,37.71,F,M,N
1,MD,Diagnostic Radiology,75,72,74,33.37,168.45,F,M,N
0,MD,Pulmonary Disease,14,14,14,38.220714286,65.929285714,O,M,N
1,MD,Other,46,44,46,139.77,388,F,M,N
1,MD,Other,75,44,75,40.1,111,F,M,N
0,MD,Pulmonary Disease,259,161,259,122.95876448,135.5027027,O,M,N
0,D.P.M.,Podiatry,13,13,13,40.28,75,O,M,N
0,MD,Rheumatology,18,18,18,48.803333333,104.5,O,M,N
0,MD,Rheumatology,455,455,455,37.53,115.16483516,O,M,N
0,MD,Rheumatology,567,347,567,101.39,120.99823633,O,M,N
1,MD,Anesthesiology,11,11,11,78.687272727,1708.2727273,F,M,N
0,MD,Ophthalmology,55,15,55,96.56,500,O,M,N
0,MD,Ophthalmology,970,481,970,80.21,130,O,M,N
0,MD,Urology,12,12,12,234.045,625,O,M,N
1,MD,Urology,13,12,13,17.021538462,43,F,M,N
0,MD,Urology,169,22,169,29.985798817,80,O,M,N
0,MD,Family Practice,378,209,378,3,11.920634921,O,M,N
0,MD,Family Practice,103,103,103,49.03,89,O,M,Y
0,MD,Family Practice,599,287,599,71.5,190.83305509,O,M,N
0,MD,Otolaryngology,94,85,94,109.32,250,O,M,N
0,MD,Otolaryngology,70,68,70,14.12,41,O,M,N
0,MD,Otolaryngology,67,59,67,42,73,O,M,N
0,MD,Otolaryngology,230,183,230,70.73,113.19565217,O,M,N
0,DO,Family Practice,26,26,26,115.36,319,O,M,N
2,MD,Obstetrics & Gynecology,17,11,17,74.65,149,O,F,N
1,MD,Hematology-Oncology,252,128,252,77.84,218.96857143,F,M,N
1,MD,Hematology-Oncology,31,30,31,135.79,210.1016129,F,M,N
1,MD,Other,538,371,538,37.842509294,154.69516729,F,M,N
1,MD,Other,116,22,116,26.53,62,F,M,N
1,MD,Other,132,119,132,109.16,737.83333333,F,M,N
1,MD,Other,34,34,34,156.3,1599.7647059,F,M,N
0,MD,Neurology,28,24,28,105.54,200,O,M,N
0,MD,Internal Medicine,16,16,16,23.73,67,O,M,N
0,MD,Interventional Cardiology,109,109,109,63.563486239,297,O,M,N
1,MD,Interventional Cardiology,80,74,74,25.21,105,F,M,N
1,MD,Interventional Cardiology,70,70,70,247.85171429,730,F,M,N
1,MD,Interventional Cardiology,14,14,14,195.64571429,818,F,M,N
0,MD,Interventional Cardiology,406,320,406,68.833743842,146.31034483,O,M,N
3,MD,Pathology,983,561,575,38.585452696,226,F,F,N
0,Organization,Mass Immunizer Roster Biller,112,112,112,24.79,25,O,O,N
0,MD,Cardiology,148,122,148,26.635540541,130,O,M,N
0,MD,Cardiology,14,14,14,129.34,225,O,M,N
0,MD,Cardiology,117,91,117,110.63,175,O,M,N
0,MD,Internal Medicine,322,167,322,3,22,O,M,N
0,MD,Internal Medicine,24,24,24,47.715416667,85,O,M,Y
0,MD,Gastroenterology,25,25,25,37.02,50,O,M,N
0,MD,Gastroenterology,37,28,37,69.08,90,O,M,N
2,ARNP,Nurse Practitioner,19,19,19,16.44,34.157894737,O,F,N
3,MD,Diagnostic Radiology,61,55,55,8.23,23,F,F,N
3,MD,Diagnostic Radiology,21,21,21,15.8,41,F,F,N
3,MD,Diagnostic Radiology,16,16,16,34.06,91,F,F,N
3,MD,Diagnostic Radiology,17,17,17,33.96,91,F,F,N
0,MD,Pulmonary Disease,111,88,111,30.06,125,O,M,N
0,MD,Obstetrics & Gynecology,46,40,46,68.1,108.95652174,O,M,N
0,DPM,Podiatry,525,183,525,14.51,50,O,M,N
1,DO,Emergency Medicine,107,99,107,61.15,272.40186916,F,M,N
2,PT,Physical Therapist in Private Practice,622,63,622,9.5707234727,21,O,F,N
3,MD,Pathology,37,32,34,88.46,235,F,F,N
3,MD,Pathology,84,57,64,66.44,165,F,F,N
1,MD,Diagnostic Radiology,21,18,18,9.9361904762,46.525714286,F,M,N
1,MD,Diagnostic Radiology,110,109,110,96.602363636,581.50118182,F,M,N
1,MD,Diagnostic Radiology,32,32,32,32.055625,192.0825,F,M,N
1,MD,Diagnostic Radiology,13,13,13,31.933846154,178.01538462,F,M,N
0,MD,Other,403,199,403,71.36,164,O,M,N
1,MD,Other,462,412,462,203.94571429,480,F,M,N
2,MD,Rheumatology,209,64,209,124.68,250,O,F,N
0,MD,Gastroenterology,153,112,153,107.49,150,O,M,N
2,OD,Optometry,23,22,23,41.16,120,O,F,N
2,OD,Optometry,132,75,132,73.04,85,O,F,N
0,MD,Other,13,13,13,13.258461538,103.07692308,O,M,N
0,MD,Other,44,39,44,3.08,9,O,M,N
0,MD,Other,45,44,45,14.93,41,O,M,N
1,MD,Other,49,49,49,30.58,122,F,M,N
0,MD,Other,29,29,29,30.13,100,O,M,N
2,MD,Family Practice,18,12,18,19.36,34,O,F,N
2,MD,Family Practice,86,86,86,24.28,33,O,F,N
2,MD,Family Practice,161,161,161,112.84,165,O,F,N
3,MD,Cardiology,80,72,80,73.28,145,F,F,N
2,MD,Family Practice,22,22,22,129.27,371.90909091,O,F,N
0,MD,Family Practice,57,37,57,13.32,108,O,M,N
0,MD,Family Practice,16,14,16,16.38,76,O,M,N
0,OD,Optometry,38,22,38,116.84,500,O,M,N
0,MD,Urology,136,115,136,165.86,469,O,M,N
0,MD,Urology,33,25,33,60.85,360,O,M,N
0,MD,Urology,93,70,89,11.08,23.548387097,O,M,N
3,Other,Nurse Practitioner,54,38,54,46.21,194.11111111,F,F,N
2,Other,Nurse Practitioner,21,17,21,71.26,234,O,F,N
2,FNP,Nurse Practitioner,19,19,19,180.02,315,O,F,N
0,DO,Family Practice,18,16,18,52.65,100,O,M,N
0,DO,Emergency Medicine,21,18,21,58.048095238,198,O,M,N
0,DO,Emergency Medicine,17,15,17,32.1,89,O,M,N
0,DO,Emergency Medicine,50,48,50,23.16,40,O,M,N
0,MD,Internal Medicine,32,19,32,23.04,34.125,O,M,N
1,MD,Internal Medicine,93,54,93,23.9,58,F,M,N
1,MD,Internal Medicine,27,24,27,190.74,254.48148148,F,M,N
3,MD,Diagnostic Radiology,34,33,34,60.600882353,266.17647059,F,F,N
3,MD,Diagnostic Radiology,11,11,11,99.587272727,276.45454545,F,F,N
2,MD,Diagnostic Radiology,41,41,41,27.714634146,110.14634146,O,F,N
2,MD,Diagnostic Radiology,21,20,21,29.096190476,116,O,F,N
2,MD,Obstetrics & Gynecology,52,42,52,71.71,219.73076923,O,F,N
1,MD,Diagnostic Radiology,752,636,729,9.24,32,F,M,N
1,MD,Diagnostic Radiology,25,24,25,68.21,252.2,F,M,N
1,MD,Diagnostic Radiology,61,61,61,74.723606557,301.04918033,F,M,N
1,MD,Diagnostic Radiology,51,48,48,8.89,29.470588235,F,M,N
1,MD,Diagnostic Radiology,87,86,87,102.06,280.93103448,F,M,N
1,MD,Diagnostic Radiology,21,21,21,23.45,62.857142857,F,M,N
1,MD,Diagnostic Radiology,80,80,80,28.45,78.25,F,M,N
1,MD,Diagnostic Radiology,14,14,14,32.02,78,F,M,N
1,MD,Diagnostic Radiology,25,25,25,28.39,69.88,F,M,N
1,MD,Diagnostic Radiology,21,21,21,41.693333333,163,F,M,N
0,DO,Pulmonary Disease,45,45,45,49.56,85,O,M,N
1,DO,Pulmonary Disease,25,19,22,109.87,225,F,M,N
0,MD,Family Practice,450,300,450,14.204133333,27,O,M,N
0,MD,Family Practice,17,14,17,18.7,28,O,M,N
0,MD,Family Practice,140,108,140,23.05,35,O,M,N
0,MD,Family Practice,16,16,16,16.97,43,O,M,N
0,MD,Family Practice,49,49,49,25.23,37,O,M,N
0,MD,Internal Medicine,28,28,28,163.45,175,O,M,N
0,MD,Ophthalmology,157,157,157,61.06,167.07643312,O,M,N
0,MD,Ophthalmology,56,55,56,36.83,100,O,M,N
0,MD,Ophthalmology,28,28,28,71.84,92,O,M,N
1,MD,Emergency Medicine,41,40,41,85.03,475,F,M,N
1,MD,Emergency Medicine,28,28,28,161.52,725,F,M,N
0,MD,Internal Medicine,130,49,130,64.92,133.19230769,O,M,N
2,MD,Neurology,52,48,52,169.64,225,O,F,N
0,MD,Family Practice,868,382,868,3,9.9251152074,O,M,N
0,MD,Family Practice,19,18,19,24.22,64,O,M,N
0,MD,Family Practice,34,34,34,7.1,25.970588235,O,M,N
0,MD,Family Practice,352,239,352,95.51,184.70741477,O,M,N
0,MD,Physical Medicine and Rehabilitation,36,36,36,151.95,365,O,M,N
0,MD,Physical Medicine and Rehabilitation,17,17,17,239.24,580,O,M,N
0,MD,Physical Medicine and Rehabilitation,45,45,45,107.376,244.17,O,M,N
2,Other,Nurse Practitioner,21,17,21,3.5,25,O,F,N
2,Other,Nurse Practitioner,224,139,224,71.22,150,O,F,N
0,MD,Family Practice,13,13,13,192.64,479,O,M,Y
0,MD,Interventional Cardiology,276,267,276,18.3,96,O,M,N
1,MD,Interventional Cardiology,169,167,169,67.46,184.78994083,F,M,N
1,MD,Interventional Cardiology,56,56,56,294.99392857,1025,F,M,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),12,12,12,261.5375,850.41666667,F,M,N
1,MD,Diagnostic Radiology,435,424,435,40.619586207,125.75,F,M,N
1,MD,Diagnostic Radiology,263,258,263,59.445437262,183.25,F,M,N
1,MD,Diagnostic Radiology,33,33,33,10.53,32,F,M,N
1,MD,Diagnostic Radiology,11,11,11,47.67,147.25,F,M,N
0,MD,Diagnostic Radiology,14,14,14,13.23,40.25,O,M,N
2,OD,Optometry,18,18,18,34.23,69,O,F,N
0,MD,Hematology-Oncology,266,140,266,7.6847368421,50,O,M,N
0,MD,Hematology-Oncology,17,13,17,22.19,58,O,M,N
0,MD,Hematology-Oncology,63,17,21,8.99,33,O,M,N
0,MD,Otolaryngology,16,15,16,89.88,216.75,O,M,N
0,MD,Otolaryngology,30,30,30,96.81,196.3,O,M,N
0,MD,Otolaryngology,137,16,137,8.02,26.554744526,O,M,N
0,MD,Otolaryngology,189,156,189,40.79,62.26984127,O,M,N
3,CRNA,Certified Registered Nurse Anesthetist (CRNA),85,78,85,57.734117647,657.95294118,F,F,N
0,DO,Internal Medicine,22,16,22,49.94,70,O,M,N
0,DO,Internal Medicine,11,11,11,18.02,30,O,M,N
0,MD,Internal Medicine,599,276,599,42.43,100,O,M,N
0,MD,Internal Medicine,83,83,83,26.12,100,O,M,N
1,MD,General Surgery,59,35,59,39.44,171,F,M,N
2,PA,Physician Assistant,133,106,133,79.81,105,O,F,N
0,OD,Optometry,77,74,77,63.321428571,83,O,M,N
1,CRNA,Certified Registered Nurse Anesthetist (CRNA),24,24,24,142.10916667,832.3125,F,M,N
1,MD,Internal Medicine,224,55,224,134.67,331,F,M,N
0,MD,Internal Medicine,24,22,24,52.65,156,O,M,N
0,MD,Interventional Cardiology,205,205,205,67.919512195,192,O,M,N
1,MD,Interventional Cardiology,42,41,42,14.97,36.380952381,F,M,N
1,MD,Interventional Cardiology,254,233,254,203.35,507.94488189,F,M,N
1,MD,Interventional Cardiology,15,12,15,72.47,181,F,M,N
0,MD,Interventional Cardiology,560,280,281,111.10014286,314,O,M,N
0,MD,Interventional Cardiology,60,15,15,55.4125,140,O,M,Y
0,MD,Hematology-Oncology,297,40,123,12.76,75,O,M,N
0,MD,Hematology-Oncology,237,115,237,11.99,75,O,M,N
0,MD,Hematology-Oncology,96,38,96,14.73,50,O,M,N
0,MD,Hematology-Oncology,148,53,148,62.841148649,130,O,M,N
0,MD,Cardiology,89,80,89,117.91,122.59033708,O,M,N
0,MD,Cardiology,20,20,20,275.89,304.318,O,M,N
0,MD,Cardiology,562,279,282,117.85,120.78576512,O,M,N
1,MD,Emergency Medicine,143,141,143,136.89,837.34265734,F,M,N
1,MD,Emergency Medicine,26,25,26,202.27,1154.1153846,F,M,N
1,MD,Emergency Medicine,14,14,14,101.12,105,F,M,N
1,MD,Emergency Medicine,55,20,55,69.51,79.8,F,M,N
1,MD,Emergency Medicine,161,134,161,113.32,688.76397516,F,M,N
0,DPM,Podiatry,250,250,250,129.06,300,O,M,N
0,Organization,Orthopedic Surgery,75,56,72,21.982533333,65,O,M,N
0,Organization,Orthopedic Surgery,17,16,17,7.2852941176,18,O,M,Y
0,MD,Internal Medicine,32,31,32,170.2340625,740,O,M,N
0,MD,Internal Medicine,61,44,61,18.7,50,O,M,N
0,MD,Internal Medicine,31,28,31,5.4370967742,23,O,M,N
0,MD,Internal Medicine,19,11,19,5.39,27.315789474,O,M,N
0,MD,Internal Medicine,497,76,240,30.42,92.118712274,O,M,N
0,MD,Internal Medicine,303,87,256,25.11,50.788778878,O,M,N
2,MD,Family Practice,172,121,172,5.78,75,O,F,N
2,MD,Family Practice,187,186,187,48.827540107,75,O,F,Y
2,MD,Family Practice,17,17,17,96.755882353,209.70588235,O,F,Y
0,DO,Nephrology,68,56,68,10.715294118,35,O,M,N
0,DO,Nephrology,32,31,32,3.5,11,O,M,N
0,DO,Nephrology,48,42,48,23.05,69,O,M,N
0,DO,Nephrology,28,28,28,97.578571429,105,O,M,Y
0,DO,Nephrology,105,24,105,311.25,863,O,M,N
0,MD,Family Practice,147,65,147,3,15,O,M,N
0,OD,Optometry,14,13,14,102.5,142.28571429,O,M,N
0,MD,Internal Medicine,45,14,45,19.42,35,O,M,N
0,MD,Neurology,12,12,12,40.91,60,O,M,N
1,MD,Internal Medicine,33,33,33,216.63,384.54545455,F,M,N
0,MD,Family Practice,76,76,76,16.6,34,O,M,N
1,MD,Cardiology,11,11,11,12.74,25,F,M,N
1,MD,Cardiology,292,179,292,71.9,140,F,M,N
1,MD,Diagnostic Radiology,33,32,33,42.69,146,F,M,N
1,MD,Diagnostic Radiology,14,14,14,42.147857143,206,F,M,N
1,MD,Diagnostic Radiology,18,18,18,62.711111111,226,F,M,N
1,MD,Diagnostic Radiology,17,17,17,9.06,31,F,M,N
1,MD,Diagnostic Radiology,46,46,46,37.750869565,134,F,M,N
1,MD,Diagnostic Radiology,12,11,12,24.91,90,F,M,N
0,MD,Diagnostic Radiology,36,36,36,47.937222222,164.16666667,O,M,N
0,MD,Diagnostic Radiology,19,14,14,30.77,105,O,M,N
0,MD,Diagnostic Radiology,20,20,20,192.8875,1413.5,O,M,N
1,MD,Diagnostic Radiology,51,51,51,88.433333333,682,F,M,N
0,MD,Diagnostic Radiology,150,150,150,55.72,176,O,M,N
0,MD,Diagnostic Radiology,319,319,319,41.06,363,O,M,N
0,MD,Diagnostic Radiology,13,13,13,29.43,204,O,M,N
0,Other,Other,22,22,22,63.63,141,O,M,N
1,MD,Anesthesiology,20,20,20,104.2585,771.2,F,M,N
0,MD,Orthopedic Surgery,47,39,43,32.22,147,O,M,N
0,MD,Orthopedic Surgery,137,89,121,5.8084671533,26.094890511,O,M,Y
2,PA,Physician Assistant,147,143,147,46.41,191.55102041,O,F,N
0,OD,Optometry,12,12,12,141.48,145,O,M,N
2,MD,Internal Medicine,12,12,12,36.53,100,O,F,N
2,MD,Internal Medicine,93,93,93,26.08,35,O,F,N
2,MD,Internal Medicine,86,86,86,18.46,100,O,F,N
1,MD,Other,14,14,14,31.96,300,F,M,N
1,MD,Other,20,20,20,70.22,375,F,M,N
1,MD,Other,19,16,19,18.9,75,F,M,N
0,MD,Orthopedic Surgery,50,49,50,38.44,121.5868,O,M,N
1,MD,Orthopedic Surgery,40,40,40,133.19,353.28,F,M,N
2,MD,Hematology-Oncology,45,12,35,30.25,156,O,F,N
0,MD,Other,19,19,19,156.54,327,O,M,N
1,Other,Podiatry,32,15,32,290.93,1192,F,M,N
1,MD,Anesthesiology,12,12,12,139.20333333,1075,F,M,N
0,MD,Cardiology,12,12,12,26.56,60,O,M,N
2,MD,Family Practice,41,41,41,89.941707317,114.87804878,O,F,N
1,MD,Pulmonary Disease,47,20,47,104.76,207,F,M,N
0,Organization,Other,190,189,190,24.25,25,O,O,N
3,MD,Family Practice,46,45,46,216.28,365,F,F,N
3,MD,Family Practice,51,24,51,77,134,F,F,N
0,MD,Urology,88,41,77,11.08,22,O,M,N
0,MD,Urology,13,12,13,24.4,52,O,M,N
3,MD,Other,61,33,61,108.03,237,F,F,N
0,MD,Other,17,13,16,163.94,300,O,M,N
0,MD,Other,59,49,59,122.40932203,200,O,M,N
0,MD,Family Practice,375,257,375,102.31,127.07882667,O,M,N
0,MD,Family Practice,33,33,33,23.606969697,25.149090909,O,M,N
0,MD,Ophthalmology,14,12,14,28.952142857,100,O,M,N
0,MD,Ophthalmology,263,191,192,47.515969582,105.13307985,O,M,N
0,DO,Family Practice,40,40,40,8.44,26,O,M,N
0,DO,Family Practice,341,123,341,77.918445748,105.39589443,O,M,N
1,MD,Gastroenterology,129,129,129,123.44875969,946,F,M,N
0,MD,Gastroenterology,26,12,26,130.1,323,O,M,N
1,MD,Gastroenterology,32,32,32,185.95,789,F,M,N
0,MD,Internal Medicine,50,50,50,22.2898,24.34,O,M,N
0,MD,Otolaryngology,87,60,87,31.77,85,O,M,N
3,MD,Internal Medicine,17,16,17,50.577647059,150,F,F,N
0,MD,Dermatology,16,13,13,106.65,211.875,O,M,N
2,MD,Internal Medicine,25,25,25,7.71,12.4,O,F,N
2,MD,Internal Medicine,15,15,15,148.65,231.66666667,O,F,N
2,MD,Internal Medicine,17,17,17,175.8,256.76470588,O,F,N
0,MD,Cardiology,321,42,321,5.39,20,O,M,N
1,MD,Cardiology,14,14,14,29.22,88,F,M,N
0,MD,Cardiology,53,53,53,30.54,40,O,M,N
1,MD,Anesthesiology,52,44,52,51.84,176.34615385,F,M,N
0,MD,Internal Medicine,45,45,45,25.62,61.666666667,O,M,N
